filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma_cqt_mean,chroma_cqt_var,genre_label,file_path
classical.00083,661500,0.24464238,0.08236683,0.041872445,0.00047198232,853.4404819807542,21383.835773331826,998.6102747134514,28254.180306483482,1401.899856236697,98918.54002207065,0.05079296572658669,0.00011676646906376446,-3.8131764e-06,0.0020745231,-5.451028e-06,1.9133535e-05,117.45383522727273,-338.7873,3838.1123,190.10437,452.12234,-16.304815,679.1606,3.7044485,142.79118,-0.44790432,94.30797,-8.884474,49.598633,-10.400301,37.94509,-16.36604,53.89563,-13.285849,36.434273,-10.799826,54.786377,-8.649679,46.26592,-8.285074,56.024307,-4.6188025,41.41272,-3.792578,37.951675,-4.5501957,69.999695,-3.6639328,128.1383,-0.9426806,130.50835,0.53896534,72.86956,-0.26442826,42.479702,-1.5641769,61.970104,0.26978672,0.09426753,classical,genres_original/classical/classical.00083.wav
classical.00084,661500,0.24545789,0.08013874,0.021968717,0.00019393308,1002.3644432557223,25211.53213452485,1152.462681781211,23937.35072152775,1733.6895166166796,97639.49472665235,0.05794825125773994,0.00017856223954644258,-5.4974716e-06,0.0004931257,-1.6406414e-06,5.8626094e-05,112.34714673913044,-369.13687,5788.299,171.89467,226.92068,-27.26967,577.9719,6.0176663,173.99934,-0.14046438,277.80853,-10.669235,114.73089,-11.915658,76.6745,-10.193318,47.095516,-11.368732,60.89887,-10.511279,44.04306,-8.377621,36.47949,-9.789241,41.138405,-5.0547614,45.377193,-5.081166,72.779015,-3.0338259,53.551422,-1.7272465,49.93647,-1.8499658,59.48262,-2.2594447,50.333683,-1.2759857,66.30406,-0.43458486,51.799026,0.31907263,0.0828982,classical,genres_original/classical/classical.00084.wav
classical.00085,661500,0.30964005,0.078461215,0.038878046,0.00040605135,1525.6012665401886,211546.65617984676,1588.1610240876316,199369.98148249483,2732.8751413445725,965715.1821889597,0.09158788155476007,0.000849926122151579,-6.712577e-07,0.0011521133,-6.8883824e-06,0.00020036226,107.666015625,-246.21837,5847.7188,149.44388,1479.1447,-41.973816,240.65865,11.606412,97.408134,-10.287585,61.160763,-4.0184045,57.145958,-7.1389456,45.8366,-10.137027,68.06353,-9.425965,63.528976,-7.1766233,61.72366,-3.1531367,77.81263,-5.6295013,61.31371,-2.5816011,94.07568,-4.5165157,43.978798,-6.1636,34.22962,-4.9719005,30.368246,-3.3493166,38.740887,-3.344111,44.936676,-0.67309546,51.085606,0.21787964,79.142914,0.41496024,0.07430117,classical,genres_original/classical/classical.00085.wav
classical.00086,661500,0.31213167,0.08149776,0.031511255,0.0003572861,1356.517262209537,220804.6847160095,1495.192128266221,165594.00491668098,2496.8682351127127,1054629.7286136239,0.07686121323529412,0.0010085277404535057,-1.4567411e-06,0.0007341331,-6.665412e-06,0.00018710807,99.38401442307692,-283.4352,5395.3564,159.55325,1287.5406,-29.518972,164.67857,18.540627,101.00734,-9.879668,112.43903,-3.4205968,51.78403,-10.990983,44.131084,-9.78434,43.335552,-8.296976,35.59005,-4.2428293,43.27094,-2.8664072,53.98547,-5.9698157,61.989376,-4.0209274,62.507523,-3.3497474,54.815582,-3.3910906,53.69679,-1.8592801,56.689857,-0.4466216,68.54776,1.8976356,56.360233,-0.11035156,59.028625,-2.822332,50.091187,0.39326203,0.07233974,classical,genres_original/classical/classical.00086.wav
classical.00087,661500,0.27444816,0.08343317,0.021436756,0.00012631598,876.9626952356676,32611.866620152876,1108.6920910513295,53130.34037130169,1457.2911879595588,202361.99268203162,0.051046554518188854,0.0001581971071001579,-3.821885e-06,0.0005061968,-5.444063e-06,1.2397104e-05,123.046875,-393.0342,5062.973,190.77562,382.81015,-13.312166,589.2217,8.263633,77.20023,1.5518675,66.58989,-11.080791,53.965897,-11.24487,43.910175,-13.998271,34.284042,-10.620688,48.66541,-9.390383,42.03227,-4.6135573,52.055584,-10.067735,58.372253,-4.8152575,52.209297,-1.7492368,53.164516,-4.67867,47.903477,-2.1273618,50.107643,1.0223783,49.506096,1.3087286,62.611614,-0.15664078,66.869354,-1.4133812,77.56077,0.3207836,0.09107485,classical,genres_original/classical/classical.00087.wav
classical.00088,661500,0.29419056,0.08468516,0.028229875,0.00023154066,1302.9045959121115,64383.849555113404,1455.72172901185,49176.19325386427,2347.3024728497485,298620.9804930962,0.07053623258513932,0.0003953926229318331,-2.5233794e-06,0.0007172903,-3.7789748e-06,8.463136e-05,103.359375,-299.7918,4947.7334,157.32382,331.75192,-37.35202,195.30609,15.766813,85.48261,-5.7569356,84.715996,-4.454066,56.0235,-6.8151817,39.134075,-10.736592,40.99635,-9.884846,47.81538,-8.157444,57.24659,-5.422234,42.320786,-7.8400235,51.688046,-2.730619,43.11777,-1.1097305,54.776352,1.6480838,64.57304,3.6400812,58.935436,3.083553,73.30126,0.1086999,70.14648,-0.79648507,49.04796,-2.7367735,47.66483,0.39325893,0.07379085,classical,genres_original/classical/classical.00088.wav
classical.00089,661500,0.21732555,0.08788087,0.03511974,0.00022240172,2423.3992282999484,118956.28824614025,1884.7467025103783,20029.266293249875,4296.815684410071,374753.80580242135,0.16668644482875386,0.0011247563354294578,-0.00078869186,0.001266342,-0.00032879226,4.5393455e-05,99.38401442307692,-301.92847,2619.3757,57.542442,819.7811,-59.13327,253.68788,33.542343,82.10301,-20.91211,72.287125,17.741283,85.08117,-0.64305013,194.60187,49.023758,385.2877,19.13011,237.26166,27.098505,353.88858,-17.633902,590.56946,-0.26254943,250.04373,-3.7518337,289.5667,18.160437,329.9948,9.950029,124.17008,11.609913,52.277477,11.278923,49.5876,15.386705,160.14641,-7.4021535,129.48149,-5.847584,239.67725,0.39786223,0.07067058,classical,genres_original/classical/classical.00089.wav
classical.00090,661500,0.21933523,0.08625691,0.023853911,0.000107342246,2172.514738800756,132960.0828299666,1883.3803923812784,41802.72741925038,4066.9587409902283,508045.90109108534,0.151986231375774,0.001956377114407654,-0.000916472,0.00064153393,-0.00021256307,6.683872e-06,95.703125,-326.31674,1251.9402,85.90871,337.89282,-42.98692,170.44963,31.837812,66.99159,-19.576056,81.069305,9.992609,52.433285,-16.461275,56.443947,10.000379,54.887512,-8.5993595,81.47487,25.513212,165.81862,6.5387473,128.04018,16.400175,173.02638,3.502858,193.7779,9.5951805,130.86826,5.9227586,162.69614,9.285647,120.91338,9.963877,92.14962,9.19915,105.92964,2.789936,125.704094,-5.384016,210.74103,0.3459201,0.07465405,classical,genres_original/classical/classical.00090.wav
classical.00091,661500,0.22580075,0.086083844,0.04471866,0.00039484387,2192.7057790195913,128993.78645986789,1912.0379428207473,27682.172552382566,4066.492077145414,389989.2382848237,0.1524378537393576,0.002070954158138178,-0.000632119,0.0020792931,-0.00048500815,7.0844384e-05,92.28515625,-251.3183,3221.049,88.73774,229.38359,-41.7524,144.58717,37.908646,65.925186,-12.024274,112.45356,21.6241,79.78429,-5.8539314,128.92604,25.719711,132.80135,-5.185972,213.27121,14.301182,207.80386,-7.5509515,243.39415,10.46478,217.75464,-4.928893,235.02484,5.2614264,162.69646,0.29795015,90.22961,3.31159,56.163742,1.2643409,68.646164,4.76849,109.58013,-2.0682452,121.17059,1.1370711,188.14345,0.31197625,0.074228294,classical,genres_original/classical/classical.00091.wav
classical.00092,661500,0.18112929,0.08848908,0.08413399,0.0014417177,1807.4309138096596,221962.7795935776,1438.824668287954,51230.01205217389,3072.531420822852,641720.850013497,0.13095801385932662,0.0033780480823959362,-0.00058216986,0.008186897,-0.000535653,6.5944725e-05,95.703125,-299.7126,5248.2354,103.67623,657.1335,-27.657272,288.4543,51.028336,109.594666,12.27966,147.33151,16.508783,69.59874,-10.941353,95.61292,-0.89493376,127.120674,3.8351676,318.72028,12.960477,214.73016,-12.398089,346.51218,2.4647222,266.0531,5.1784368,231.91315,-0.73861456,177.48032,-0.61419874,78.70339,-1.1869743,92.840706,5.9202952,117.078,9.8128,171.03548,-2.6650848,263.62787,-3.0841172,457.2876,0.24758838,0.07485693,classical,genres_original/classical/classical.00092.wav
classical.00093,661500,0.22696708,0.08873001,0.08248694,0.0017939245,1623.8299978978253,47688.14668975624,1551.4812346920512,78973.05986656618,2732.100146030863,294518.0384464381,0.10825822670762383,0.0008627775037839071,-0.0006993899,0.00695874,-0.0004475051,0.00039284644,135.99917763157896,-207.37747,1670.1836,117.60778,212.77988,-41.404255,546.6679,13.253087,155.59552,-1.6882399,69.231705,15.532319,106.660385,-10.36277,160.26979,-1.8636898,141.6761,-12.762173,96.08225,7.0103326,128.13194,-0.78136903,209.90186,2.0718129,160.10277,-8.264468,185.84772,-1.4701028,203.58882,-7.088128,121.81695,0.9346851,53.455334,-5.5392184,85.85936,-8.502519,107.12595,-1.487559,131.32053,5.380053,168.67432,0.34997094,0.08169594,classical,genres_original/classical/classical.00093.wav
classical.00094,661500,0.3689322,0.090427704,0.013991359,8.1093145e-05,1424.1018503760445,106669.64455607075,1697.0207079079732,49078.61178785172,2927.490631197997,490576.45229301346,0.07015490458107586,0.0012338686304916744,-0.0008590478,0.00024420823,-0.0004258137,4.956639e-06,184.5703125,-385.7943,9370.5205,128.62302,408.0102,-26.731682,453.49713,39.48326,116.46515,-2.1734622,173.32143,16.760435,60.718346,-5.7341957,127.46747,14.724416,71.86254,-3.0906632,124.26476,12.311255,81.6106,-5.892707,100.71489,2.792582,93.04651,3.6800177,115.72557,10.925794,72.52522,10.535347,67.17956,9.91729,73.10084,6.108795,45.88996,3.5327852,44.172733,-3.3188179,66.42825,-3.675154,84.66482,0.3234666,0.07974125,classical,genres_original/classical/classical.00094.wav
classical.00095,661500,0.22755931,0.08823323,0.0135638025,0.00022949096,1800.6383191622836,285308.19155921286,1780.9021871187188,62949.6899164496,3426.4376141338525,864825.8306541939,0.12435714674438854,0.0038561395678988544,-0.001036724,0.0003442091,-0.00024229937,1.4029502e-05,86.1328125,-422.60803,6855.349,89.84974,1013.7499,-18.716208,438.13806,37.78641,108.90542,6.01675,139.24797,4.1617346,79.46143,-1.9914649,106.13329,12.111292,123.329285,4.1678967,129.48561,13.7912655,148.80559,2.8296854,84.45614,5.8862886,106.034225,6.122228,248.07909,8.141636,183.17856,12.356574,128.71268,7.095123,136.56941,2.4118736,126.06103,0.7801642,68.3424,-3.4258897,162.61028,-0.75028044,159.98253,0.3985079,0.07051433,classical,genres_original/classical/classical.00095.wav
classical.00096,661500,0.29303515,0.08284055,0.05697671,0.00078640005,1932.8371720042157,191479.21376366485,1740.233465348138,27335.836796704138,3573.161726913216,453510.532851123,0.11752045339106038,0.002381334411136866,-0.00071739976,0.0030145051,-0.00069925253,0.00029935746,135.99917763157896,-203.61938,3763.504,111.205956,948.39185,-51.536655,173.68427,39.485825,64.97091,-10.562026,130.28293,11.9137125,64.08245,-13.181607,97.08681,15.123319,107.80027,-7.2917,72.42197,13.3770485,115.560165,-7.313064,67.21441,3.8404088,109.56846,-3.7820065,87.820114,5.304,75.90838,4.1083336,71.89166,6.6450543,49.1906,2.9929214,39.995598,3.5416892,52.94127,-3.361932,87.02624,-3.6787825,108.22276,0.29842922,0.07147385,classical,genres_original/classical/classical.00096.wav
classical.00097,661500,0.22232276,0.08326713,0.036704183,0.00046449417,1494.1405636701372,92267.40561401256,1670.8326004789872,31677.178275483646,2781.1748492828465,339072.3978804658,0.08592124915344428,0.000916833768482446,-0.0006184873,0.0015964867,-0.0005214782,3.2796037e-05,103.359375,-280.7256,1130.3522,122.72235,230.00793,-14.398866,169.56026,26.855799,37.550934,1.351974,62.88182,5.9942274,50.331993,-13.104071,67.24378,3.3753622,108.36004,-11.5543375,80.09638,5.1937947,72.15063,-1.0517685,146.39662,2.7634668,129.98788,0.06284401,122.813675,1.3419089,137.58405,1.5190895,119.90067,-2.21326,96.75397,0.7730355,74.38684,-3.9691277,52.44657,-9.1357155,117.90245,-6.9251537,104.64395,0.3462368,0.07359065,classical,genres_original/classical/classical.00097.wav
classical.00098,661500,0.28997296,0.088781215,0.029099641,0.0003319593,1953.0123992184488,166052.39564749796,1865.851544296666,22525.658311308965,3780.5438062354874,447106.2683583353,0.1234924505369582,0.0022108682384566745,-0.00073005026,0.0009963876,-0.000388501,4.1128176e-05,184.5703125,-287.521,4978.1475,101.73793,304.9912,-35.369,212.75769,41.282764,56.05609,-12.745122,128.15903,17.284992,53.4817,-13.978298,100.46685,16.311884,62.27668,-5.599028,75.24534,13.664282,83.82726,-8.790592,150.45963,-0.0571059,71.32221,-13.769377,128.3364,6.4802904,68.94967,6.7078853,129.94756,6.9852624,59.88667,7.031875,83.65748,8.390631,71.209694,-5.610771,61.388752,1.3771219,124.087654,0.38508746,0.07457523,classical,genres_original/classical/classical.00098.wav
classical.00099,661500,0.3338889,0.07868727,0.010497971,4.2828174e-06,1524.8987119782064,46745.48226018165,1868.928795561535,21502.417270262093,3325.1048935456174,346898.33267991,0.08068318558920279,0.0004058783080735099,-0.00061593077,9.215159e-05,-0.00047008612,3.6948882e-06,95.703125,-378.73932,490.2618,126.49873,156.80084,-18.81513,35.574623,42.87581,34.34207,-14.305189,56.96587,25.34269,37.406826,-14.64103,31.418753,18.704288,39.429653,-10.188719,77.68007,21.10809,63.35282,4.437038,36.403946,18.225647,65.96274,-10.274281,53.423218,8.953815,69.76292,1.2109159,96.110405,6.2801147,89.44856,2.5284433,90.82163,4.3861523,56.95451,1.7054088,74.88054,9.987649,108.03212,0.36110047,0.06745923,classical,genres_original/classical/classical.00099.wav
country.00000,661500,0.38354594,0.081209876,0.24838431,0.0007132465,2797.969870734425,355704.7011506814,2847.657470456079,105967.65754974712,6220.629051373839,1801706.6805865103,0.10713729622194272,0.0017545319449689164,-0.0001368656,0.0489154,-0.0012477259,0.004804717,86.1328125,-23.184357,1017.44836,70.25887,340.23297,3.818911,236.36308,28.329025,135.61676,13.76447,111.2569,5.725915,107.63684,3.9781454,86.00229,7.4515557,63.313732,2.6495175,61.08912,8.495177,72.37263,-2.2885163,73.146,2.0798767,41.931267,-3.3781197,62.730747,5.1236925,50.523506,-0.1764189,51.96574,0.35927144,68.758995,0.5841995,54.183468,4.0280023,74.10346,0.92438954,68.672386,4.08801,73.81277,0.31372738,0.07689358,country,genres_original/country/country.00000.wav
country.00001,661500,0.41387546,0.07930254,0.23043084,0.0004518289,2937.8328051469803,101801.37298722912,2839.590747196393,41011.51508945276,6279.203697180969,626566.9615449208,0.12698751632643188,0.0008774587227016181,-6.192854e-05,0.037926733,-0.0013717104,0.005514463,129.19921875,-8.001198,360.50745,62.728,93.17829,-1.4580804,148.33768,28.115849,60.726902,9.9723625,73.608116,9.353735,106.51062,5.420156,49.54884,9.825023,53.33194,3.0283053,60.79453,8.426978,54.81969,0.31103766,48.333443,6.545156,38.091114,0.7390594,31.048208,-1.7741019,48.359177,0.8506021,47.629158,2.9827795,37.212177,-2.7668254,46.117485,2.8226829,48.79301,-1.7435719,44.396854,0.9709402,48.089703,0.4019566,0.062975325,country,genres_original/country/country.00001.wav
country.00002,661500,0.29724705,0.097283155,0.14610802,0.001545129,2307.5397576425735,551137.9675416723,2618.0952399297303,100263.62977259123,5187.343632842734,1770711.876194216,0.0741337165005805,0.003980829216851441,-0.00023047318,0.015646305,-0.0011971935,0.0030005493,83.35433467741936,-120.72672,1686.3235,79.31613,448.62238,5.453445,351.1028,34.812138,187.79054,16.550335,100.041115,13.152538,84.32723,6.2395873,65.78799,9.984545,55.02258,-1.9874377,92.27662,6.7651973,61.697193,-6.290685,50.167606,0.2770042,52.75618,-6.7018785,63.646885,1.6440433,50.47128,-1.7412106,42.813232,-0.66638964,37.428436,-4.842762,35.774128,-0.28317085,40.641186,-5.389651,43.87044,-1.9393582,61.407314,0.35422865,0.07359453,country,genres_original/country/country.00002.wav
country.00003,661408,0.3769877,0.083789505,0.2042707,0.0019195367,2174.1604935047117,570461.9655463778,2281.058760714112,206870.9963100941,4348.07370779315,2578226.800647368,0.1025643835864938,0.002366501392879316,-0.0001552424,0.029587248,-0.0013248277,0.00562656,161.4990234375,-57.75979,1337.1653,95.76648,823.8119,-10.109319,414.27032,40.979637,193.22061,13.979035,133.6319,-0.9898583,171.42763,-0.18847127,107.00304,7.4250784,100.90501,-3.6333375,103.60408,9.545139,80.60195,-2.9410641,74.62041,2.4362512,80.11866,1.9947804,53.28824,-1.2870497,85.47224,1.3565394,51.67783,4.4236846,61.05912,-6.5204806,63.7305,-0.03459857,47.372093,-1.4115794,41.114132,-3.0789082,51.755867,0.35367256,0.07005186,country,genres_original/country/country.00003.wav
country.00004,661408,0.3827643,0.08182912,0.2093933,0.00080522,2966.1571589936843,192924.1702591444,2848.1234947138532,74499.59200936374,6349.4199392596265,1179561.1770973017,0.12416100280572756,0.0012625676280788609,-0.00010747832,0.032518514,-0.0013913317,0.0040172306,117.45383522727273,-20.78135,381.67404,62.950428,156.56825,2.3044403,161.45715,30.773718,93.19163,6.973462,62.151752,6.5058117,115.17589,6.3236365,69.03253,9.873086,72.264435,3.4352968,52.18912,9.372202,55.30789,-0.404158,52.405174,7.5194154,41.743782,-0.98427397,43.462444,4.0191503,36.692596,-0.66244864,33.740776,-0.06125193,39.290092,-0.16676468,43.14302,0.24374022,48.175987,-5.4381933,33.76489,1.8272818,44.119904,0.38111842,0.06604472,country,genres_original/country/country.00004.wav
country.00005,661500,0.41735208,0.08277714,0.20384075,0.0014575089,2926.865766278933,277618.05280121736,2736.268564740949,73995.35364158216,6172.429342830882,1170841.8401163407,0.13645079999516255,0.0022453327902364614,-0.00011889821,0.028884817,-0.0012508103,0.004952144,129.19921875,-24.692423,756.06854,62.388386,253.85445,-7.7689857,233.4955,28.530289,132.34769,10.947266,80.79886,5.6092887,86.28645,0.03292079,66.92443,13.834209,67.92384,3.0137305,65.35636,9.866081,95.01069,0.81874436,69.237885,5.8707213,57.308945,-1.2669299,61.29837,2.994797,60.39572,0.9407644,45.636414,2.0843098,59.307144,3.0438795,46.166225,3.0530632,50.101906,-0.13393754,59.41728,3.6150692,68.15683,0.50279933,0.06664874,country,genres_original/country/country.00005.wav
country.00006,661500,0.42083368,0.07963043,0.21448013,0.0015906641,2800.214423030315,421154.5246891195,2773.173156404822,107047.23681779414,6004.497024961301,1988143.6936392486,0.12843724300986842,0.002807551306254005,-0.00013253411,0.030926356,-0.001292937,0.006420993,112.34714673913044,-23.146042,592.4549,71.35541,429.33377,1.3973157,273.27902,24.47451,136.78217,16.34997,155.82019,4.5169725,128.38634,-3.9798617,78.80948,18.038275,66.5552,-3.358467,70.74506,2.474037,58.229633,2.9799595,48.431805,0.83682466,44.75266,-1.1464859,58.74712,0.16857766,58.35976,-3.3017209,42.31933,0.18618391,34.909775,-1.2149608,43.246304,-1.5663674,36.469982,-2.7524984,40.79895,-2.1101043,41.077328,0.48012614,0.06785048,country,genres_original/country/country.00006.wav
country.00007,661100,0.42144912,0.08228462,0.24406008,0.0006498345,2898.787368032488,377335.3037989948,2878.9661651993006,95168.91761470931,6400.052966421972,1407862.6032961959,0.11293582502902477,0.0017841540269934227,-9.192629e-05,0.048062038,-0.0012843858,0.004455587,103.359375,-20.81746,803.5951,64.90752,336.9937,6.7671013,193.94774,26.357126,114.97886,11.665423,95.302284,13.185629,66.47627,-1.9791069,87.22188,8.582197,57.27099,0.4728951,53.58169,7.441096,59.180744,-0.41490942,55.206753,6.945586,45.887993,3.6606066,41.329296,2.0337164,49.273045,0.65020806,38.372334,4.3827734,44.913227,-2.802764,45.405582,2.975754,46.186676,-1.8402817,61.598816,-2.3632526,62.530766,0.31995782,0.07340943,country,genres_original/country/country.00007.wav
country.00008,661500,0.35535052,0.0830155,0.27419725,0.0010276156,2506.169376457896,283110.5135908604,2573.5151280626237,119219.93145912152,5478.791870495114,1423561.7589898838,0.10473972946497678,0.0011869165065684375,-5.471241e-05,0.062318493,-0.0012972574,0.0043075443,66.25600961538461,-19.72382,524.5238,76.66849,369.38083,-4.8497195,158.29825,32.24758,153.5803,7.6701546,120.22071,17.224527,125.534325,-1.4669178,60.55662,9.143321,55.2732,2.7177043,94.42163,9.111842,81.84391,-2.6976073,62.59008,7.5035048,85.20269,0.33303133,57.889477,4.9300003,75.921074,2.801467,79.256836,1.8928753,75.953545,2.4545383,77.01719,6.401708,113.24454,-3.3361027,72.82321,6.3192244,73.6528,0.30220023,0.06839255,country,genres_original/country/country.00008.wav
country.00009,661500,0.4297528,0.07383339,0.23653284,0.0013450653,3191.4845774083215,178081.14950876473,2948.097882896547,68736.08827497206,6926.349783977119,867729.2083192106,0.15687886996904024,0.0016092838686761598,-8.615238e-05,0.033844545,-0.001574067,0.007393724,95.703125,12.1632,190.95026,58.97738,144.17577,0.91886264,182.74976,26.749126,118.4964,9.254704,75.630615,3.5763056,86.30579,1.5831509,68.64127,8.648173,51.142918,0.97104156,61.401993,11.62741,45.16567,-2.1597266,44.18353,1.1948514,39.914753,0.47236946,39.238976,4.408359,39.14267,-0.17110036,47.349438,3.0999486,42.751762,-1.1844647,34.34652,4.545524,28.028929,0.8650014,36.131855,1.2720963,35.547382,0.4737984,0.05713086,country,genres_original/country/country.00009.wav
country.00010,661500,0.29136452,0.09192656,0.07468149,0.0011198259,1861.184983990783,557770.7964652414,2127.1802137761574,137375.71929776398,3768.960542944563,2003795.0279668323,0.07651125314434984,0.0024416258180653,7.2907426e-08,0.0049703685,-4.7943595e-06,0.000676323,80.74951171875,-197.73268,4253.022,106.509026,936.90265,-4.4345403,578.2209,37.64394,319.48483,-0.86065483,299.17963,-0.95550233,161.30502,-3.4480147,145.72736,-0.05124232,90.334465,-9.299326,152.17616,-5.1646576,154.20837,-4.2450776,98.648994,-3.5471113,95.44637,-1.3499807,75.2371,-7.1235623,51.460213,-1.6197426,52.88187,-2.4868119,47.86697,-5.0532327,61.247646,0.3024153,35.600334,1.0691493,42.243645,-1.6592697,46.978497,0.3488007,0.07899729,country,genres_original/country/country.00010.wav
country.00011,661500,0.3009386,0.09455844,0.07848472,0.0018250063,2838.2033521252542,1279024.520564768,2798.4000706520005,201693.98873078142,6046.530104126355,4012644.5264727618,0.11010515431501548,0.009107485454543129,1.3158423e-06,0.0063780616,-4.57886e-06,0.0007490614,112.34714673913044,-199.0945,5353.6426,61.18678,1408.0417,9.970173,549.4111,23.455229,240.23375,10.266042,229.91704,0.021369107,177.81088,8.005175,162.2145,1.1249683,131.78749,-4.8876796,120.29158,9.501938,126.73244,-6.344292,88.35601,3.8612273,109.359085,1.6283535,97.81478,-1.3461186,116.61392,2.6031919,92.08371,-3.5718608,118.81509,1.9763374,133.7109,2.5352302,129.5077,1.0390567,166.084,-0.98147756,160.42986,0.29769105,0.07719329,country,genres_original/country/country.00011.wav
country.00012,661500,0.2964994,0.09001072,0.12687828,0.0019749133,1667.8626239303642,469402.52926345525,2053.1917197851853,279194.35120064276,3440.6958612495164,2768331.5512878015,0.06406763980263158,0.0011054548200147634,8.998314e-07,0.011902354,-5.1667234e-06,0.0024077883,89.10290948275862,-141.0231,1977.204,123.89308,1157.4554,-2.4948008,335.83505,27.972536,220.0579,0.012813414,202.91856,1.216624,82.24081,-11.020722,120.881226,-1.3764036,99.96844,-7.020709,67.0626,-6.118951,67.04833,-5.1924863,100.88979,-2.168428,57.252323,-4.5938888,54.964542,-2.3405595,54.550423,-1.1824415,47.82112,-3.964283,40.487907,-4.2342577,42.754498,-7.813797,38.60986,-1.6731255,34.450813,-1.084656,40.703747,0.349855,0.07188804,country,genres_original/country/country.00012.wav
country.00013,661500,0.36810318,0.0863479,0.080029346,0.0011117272,2812.414612083667,523075.27493268286,2842.082595520709,175334.998918758,6062.846672128967,2829816.202707003,0.12956497617550308,0.0023852098779570297,2.6819694e-07,0.003779949,-6.377324e-06,0.0019449556,129.19921875,-126.18547,2083.1301,77.63614,537.9038,3.1659162,349.1354,19.95085,106.44959,10.833183,173.016,0.72669655,103.88798,5.2176957,90.977745,-0.49295214,78.62636,-0.999363,78.009766,5.3890133,87.13195,-3.735502,54.580605,-3.5004709,46.193436,-5.3318467,49.781384,0.28486115,48.716236,-2.0108876,44.8733,0.8345813,57.18695,0.3288452,69.29275,-1.114898,57.546345,-4.387004,57.29299,-2.6085505,92.03193,0.49511957,0.060176484,country,genres_original/country/country.00013.wav
country.00014,661500,0.36476815,0.08817141,0.09264681,0.0010491806,2951.9486784809105,966904.8312742193,3036.2061234055395,125492.8995991943,6568.8436124346945,2666857.577934425,0.12474225401509288,0.0066661838401773825,-1.7647756e-06,0.0044530667,-7.161076e-06,0.0025994058,135.99917763157896,-124.6331,2334.4248,72.52177,592.88196,16.71368,310.00446,18.248219,180.22217,12.224788,120.912415,8.088155,79.98153,7.9822283,66.853836,-0.5219015,61.113403,2.367466,75.73052,-0.5643611,58.208424,-5.5733914,49.37033,0.538773,61.051373,-5.067154,61.546257,-1.1601872,48.85984,-3.5754244,47.384674,-3.6894364,52.265007,-0.16906013,68.241066,-0.64208156,64.418045,-4.1438947,62.76877,-3.999883,78.040344,0.530088,0.05725459,country,genres_original/country/country.00014.wav
country.00015,661500,0.37969851,0.0795917,0.104739495,0.00066790765,1959.337324250709,356194.72967077675,2147.1033968251777,102979.59717626055,4208.8912160773025,1555013.9065304399,0.09426624782314241,0.0021949588997094453,2.5106847e-06,0.0068851467,-2.869554e-06,0.0016169951,151.99908088235293,-116.17638,2439.9226,111.72995,829.6245,-5.2455125,328.40924,33.995697,98.11093,-12.458564,109.32244,4.2506166,54.306065,-14.428153,68.430595,8.494949,86.40182,-8.19823,94.81343,-1.3456504,52.12534,-12.559845,37.981205,-5.005492,41.489674,-2.1499324,33.180584,-1.8379672,39.1789,-8.272397,49.10951,-3.0211012,27.461536,-5.472165,27.610807,-2.9415307,25.91363,-2.636676,33.48056,-3.3716757,40.242188,0.45492557,0.062781975,country,genres_original/country/country.00015.wav
country.00016,661500,0.32257736,0.088199206,0.07976905,0.00075596606,1425.8089845409772,232106.87236299622,1648.61482287627,109833.42016719672,2880.507581964735,1361242.34822162,0.06017386138254644,0.0005890121768550617,-1.4923291e-06,0.0047325464,-7.451095e-06,0.0008953257,107.666015625,-210.17332,3339.943,139.61768,820.08435,-16.979992,805.8026,58.003025,204.46176,-9.654812,233.16176,-1.9645078,82.94442,-18.001234,90.44346,-8.207505,61.06988,-11.778446,76.26462,-7.882443,56.419094,0.6071054,97.17385,-9.965226,43.454067,-6.466774,38.931587,-3.8483527,53.193073,-12.04527,41.033245,0.3174676,34.166313,-8.04239,45.29523,-6.79309,44.391216,-1.8463355,33.859425,-5.9385214,34.01611,0.38088897,0.07261239,country,genres_original/country/country.00016.wav
